CB_0_closed,CB_1_closed,CB_2_closed,CB_3_closed,CB_4_closed,CB_5_closed,CB_6_closed,CB_7_closed,CB_8_closed,CB_9_closed,CB_10_closed,CB_11_closed,CB_12_closed,CB_13_closed,CB_14_closed,CB_15_closed,CB_16_closed,CB_17_closed,CB_18_closed,CB_19_closed,CB_20_closed,CB_21_closed,CB_151_closed,CB_152_closed,CB_153_closed,CB_158_closed,CB_22_closed,CB_23_closed,CB_24_closed,CB_25_closed,CB_171_closed,CB_172_closed,CB_173_closed,CB_178_closed,load_0::p,load_0::q,load_1::p,load_1::q,load_2::p,load_2::q,load_3::p,load_3::q,load_4::p,load_4::q,load_5::p,load_5::q,load_6::p,load_6::q,load_7::p,load_7::q,load_8::p,load_8::q,load_9::p,load_9::q,load_10::p,load_10::q,load_11::p,load_11::q,load_12::p,load_12::q,load_13::p,load_13::q,load_14::p,load_14::q,load_15::p,load_15::q,load_16::p,load_16::q,load_17::p,load_17::q,trafo_0_in_service,trafo_1_in_service,trafo_2_in_service,trafo_3_in_service,trafo_4_in_service,trafo_5_in_service,feeder_0_in_service,feeder_1_in_service,total_init_load,anomaly,reason
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.4588,0.2918,1.65,0.45,1.2969,0.1441,2.096,0.524,1.2139,0.3035,0.0,0.0,1.3349,0.267,1.3545,0.3694,1.2032,0.1337,1.3967,0.3492,0.9696,0.2424,1.2046,0.1205,1.3525,0.3006,1.4653,0.1221,1.8983,0.3797,1.3469,0.3673,1.1878,0.132,2.2543,0.5636,1,1,1,0,1,1,1,1,25.841013830407928,0,No anomaly
1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.4588,0.2918,1.65,0.45,0.0,0.0,2.096,0.524,1.2139,0.3035,0.0,0.0,1.3349,0.267,1.3545,0.3694,1.2032,0.1337,1.3967,0.3492,0.9696,0.2424,1.2046,0.1205,1.3525,0.3006,1.4653,0.1221,1.8983,0.3797,1.3469,0.3673,1.1878,0.132,2.2543,0.5636,1,1,1,0,1,1,0,1,25.841013830407928,0,No anomaly
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.4588,0.2918,1.65,0.45,0.0,0.0,2.096,0.524,1.2139,0.3035,0.0,0.0,1.3349,0.267,1.3545,0.3694,1.2032,0.1337,1.3967,0.3492,0.9696,0.2424,1.2046,0.1205,1.3525,0.3006,1.4653,0.1221,0.0,0.0,0.0,0.0,1.1878,0.132,2.2543,0.5636,0,1,1,0,0,1,0,1,25.841013830407928,1,Config Violation: Trafo3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.304,0.4608,2.9544,0.8058,2.3416,0.2602,2.7064,0.6766,2.1657,0.5414,2.4895,0.2489,2.7532,0.5506,2.5061,0.6835,2.203,0.2448,2.9533,0.7383,2.0863,0.5216,2.4781,0.2478,2.4049,0.5344,3.2033,0.2669,2.2303,0.4461,2.3531,0.6418,1.83,0.2033,3.1346,0.7837,1,1,1,1,1,1,1,1,45.09798442117113,0,No anomaly
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.304,0.4608,2.9544,0.8058,2.3416,0.2602,2.7064,0.6766,2.1657,0.5414,2.4895,0.2489,2.7532,0.5506,2.5061,0.6835,2.203,0.2448,2.9533,0.7383,2.0863,0.5216,2.4781,0.2478,2.4049,0.5344,3.2033,0.2669,2.2303,0.4461,2.3531,0.6418,1.83,0.2033,3.1346,0.7837,1,1,1,0,1,1,1,0,45.09798442117113,1,Transformers over 80%
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.3065,0.6613,3.6696,1.0008,2.8478,0.3164,3.3956,0.8489,2.4678,0.617,3.0375,0.3037,3.2796,0.6559,3.2234,0.8791,2.5742,0.286,3.3624,0.8406,2.4416,0.6104,3.3258,0.3326,3.0124,0.6694,3.4956,0.2913,2.8387,0.5677,3.16,0.8618,2.8229,0.3137,3.6661,0.9165,1,1,1,1,1,1,1,1,55.92735125414512,0,No anomaly
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3.3065,0.6613,3.6696,1.0008,2.8478,0.3164,3.3956,0.8489,2.4678,0.617,3.0375,0.3037,3.2796,0.6559,3.2234,0.8791,2.5742,0.286,3.3624,0.8406,2.4416,0.6104,3.3258,0.3326,3.0124,0.6694,3.4956,0.2913,2.8387,0.5677,3.16,0.8618,2.8229,0.3137,0.0,0.0,1,1,1,1,1,1,1,0,55.92735125414512,0,No anomaly
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,3.3065,0.6613,3.6696,1.0008,2.8478,0.3164,3.3956,0.8489,2.4678,0.617,3.0375,0.3037,3.2796,0.6559,0.0,0.0,2.5742,0.286,3.3624,0.8406,2.4416,0.6104,3.3258,0.3326,3.0124,0.6694,3.4956,0.2913,2.8387,0.5677,3.16,0.8618,2.8229,0.3137,0.0,0.0,1,1,0,1,1,1,1,0,55.92735125414512,1,Transformers over 80%
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.6855,0.7371,4.5373,1.2374,3.494,0.3882,4.2799,1.07,2.703,0.6757,4.1297,0.413,3.7145,0.7429,3.7961,1.0353,3.1919,0.3547,4.5794,1.1449,3.0445,0.7611,3.8726,0.3873,3.1585,0.7019,5.0191,0.4183,4.0495,0.8099,4.4636,1.2173,3.6979,0.4109,4.7593,1.1898,1,1,1,1,1,1,1,1,70.17617610725148,0,No anomaly
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,3.6855,0.7371,4.5373,1.2374,3.494,0.3882,4.2799,1.07,2.703,0.6757,4.1297,0.413,3.7145,0.7429,3.7961,1.0353,3.1919,0.3547,4.5794,1.1449,3.0445,0.7611,3.8726,0.3873,3.1585,0.7019,5.0191,0.4183,0.0,0.0,0.0,0.0,0.0,0.0,4.7593,1.1898,1,1,1,1,0,1,1,1,70.17617610725148,1,Config Violation: Trafo3
