CB_0_closed,CB_1_closed,CB_2_closed,CB_3_closed,CB_4_closed,CB_5_closed,CB_6_closed,CB_7_closed,CB_8_closed,CB_9_closed,CB_10_closed,CB_11_closed,CB_12_closed,CB_13_closed,CB_14_closed,CB_15_closed,CB_16_closed,CB_17_closed,CB_18_closed,CB_19_closed,CB_20_closed,CB_21_closed,CB_151_closed,CB_152_closed,CB_153_closed,CB_158_closed,CB_22_closed,CB_23_closed,CB_24_closed,CB_25_closed,CB_171_closed,CB_172_closed,CB_173_closed,CB_178_closed,load_0::p,load_0::q,load_1::p,load_1::q,load_2::p,load_2::q,load_3::p,load_3::q,load_4::p,load_4::q,load_5::p,load_5::q,load_6::p,load_6::q,load_7::p,load_7::q,load_8::p,load_8::q,load_9::p,load_9::q,load_10::p,load_10::q,load_11::p,load_11::q,load_12::p,load_12::q,load_13::p,load_13::q,load_14::p,load_14::q,load_15::p,load_15::q,load_16::p,load_16::q,load_17::p,load_17::q,trafo_0_in_service,trafo_1_in_service,trafo_2_in_service,trafo_3_in_service,trafo_4_in_service,trafo_5_in_service,feeder_0_in_service,feeder_1_in_service,total_init_load,anomaly,reason
0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0.0,0.0,3.2622,0.8897,2.0332,0.2259,3.388,0.847,2.2635,0.5659,2.2068,0.2207,2.9046,0.5809,2.2791,0.6216,1.8087,0.201,2.79,0.6975,0.0,0.0,1.9671,0.1967,2.5366,0.5637,0.0,0.0,2.7549,0.551,2.4432,0.6663,2.0999,0.2333,0.0,0.0,1,1,1,0,0,1,0,1,45.08479266842952,1,No anomaly
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,2.9394,0.5879,2.4669,0.6728,2.4206,0.269,3.2492,0.8123,2.1957,0.5489,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,2.5372,0.5074,2.6258,0.7161,2.4809,0.2757,3.2175,0.8044,1,1,1,1,1,0,1,1,48.07793214403683,0,Load Lost > 20%
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,2.9394,0.5879,2.4669,0.6728,2.4206,0.269,3.2492,0.8123,2.1957,0.5489,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,2.5372,0.5074,2.6258,0.7161,2.4809,0.2757,0.0,0.0,1,1,1,1,1,0,1,1,48.07793214403683,0,No anomaly
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,2.9394,0.5879,2.4669,0.6728,0.0,0.0,3.2492,0.8123,2.1957,0.5489,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,2.5372,0.5074,2.6258,0.7161,2.4809,0.2757,0.0,0.0,1,1,1,1,1,0,1,1,48.07793214403683,0,No anomaly
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,2.9394,0.5879,2.4669,0.6728,0.0,0.0,3.2492,0.8123,0.0,0.0,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,2.5372,0.5074,2.6258,0.7161,2.4809,0.2757,0.0,0.0,1,1,1,1,1,0,1,1,48.07793214403683,0,No anomaly
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,2.9394,0.5879,2.4669,0.6728,0.0,0.0,3.2492,0.8123,0.0,0.0,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,2.5372,0.5074,2.6258,0.7161,2.4809,0.2757,0.0,0.0,1,1,1,1,1,0,1,1,48.07793214403683,0,No anomaly
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,2.9394,0.5879,2.4669,0.6728,0.0,0.0,3.2492,0.8123,0.0,0.0,2.2124,0.2212,2.4676,0.4935,3.3479,0.9131,2.6024,0.2892,3.4373,0.8593,1.7288,0.4322,2.6386,0.2639,1.9173,0.4261,3.5923,0.2994,0.0,0.0,2.6258,0.7161,2.4809,0.2757,0.0,0.0,1,1,1,1,1,0,1,1,48.07793214403683,1,No anomaly
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2.1741,0.4348,2.4018,0.655,2.2651,0.2517,3.1155,0.7789,2.1288,0.5322,2.3492,0.2349,2.6489,0.5298,2.1899,0.5972,2.2049,0.245,2.7995,0.6999,1.759,0.4397,2.6901,0.269,2.5378,0.564,3.4063,0.2839,3.0428,0.6086,3.1179,0.8503,2.4184,0.2687,2.6491,0.6623,1,1,1,1,1,1,1,1,45.89913824579161,0,Load Lost > 20%
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,2.1741,0.4348,2.4018,0.655,2.2651,0.2517,3.1155,0.7789,2.1288,0.5322,2.3492,0.2349,2.6489,0.5298,2.1899,0.5972,2.2049,0.245,2.7995,0.6999,1.759,0.4397,2.6901,0.269,2.5378,0.564,0.0,0.0,3.0428,0.6086,3.1179,0.8503,2.4184,0.2687,2.6491,0.6623,1,1,1,1,1,1,1,1,45.89913824579161,0,No anomaly
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,2.1741,0.4348,2.4018,0.655,2.2651,0.2517,3.1155,0.7789,2.1288,0.5322,2.3492,0.2349,2.6489,0.5298,2.1899,0.5972,2.2049,0.245,2.7995,0.6999,0.0,0.0,2.6901,0.269,2.5378,0.564,0.0,0.0,3.0428,0.6086,3.1179,0.8503,2.4184,0.2687,2.6491,0.6623,1,1,1,1,1,1,1,1,45.89913824579161,0,No anomaly
